301-400,Colorado State University,undefined,24.8
301-400,Comenius University in Bratislava,undefined,30.7
301-400,Complutense University of Madrid,undefined,27.9
301-400,Cukurova University,undefined,28.2
301-400,Delft University of Technology,undefined,35.5
301-400,Drexel University,undefined,18.2
301-400,Ecole Normale Superieure - Lyon,undefined,31.7
301-400,Florida Institute of Technology,undefined,29.5
301-400,Florida International University,undefined,33.3
301-400,Gaziantep University,undefined,22.2
301-400,Gaziosmanpasa University,undefined,24.5
301-400,Goethe University Frankfurt,undefined,38.9
301-400,Guglielmo Marconi University,undefined,28.2
301-400,Hampton University,undefined,22.2
301-400,Hiroshima Institute of Technology,undefined,22.2
301-400,Hunan University,undefined,32.4
301-400,Ilia State University,undefined,24.5
301-400,Indian Institute of Science Education & Research (IISER) - Kolkata,undefined,20.1
301-400,Indian Institute of Science Education & Research (IISER) - Pune,undefined,30.2
301-400,Indian Institute of Technology Hyderabad,undefined,19.0
301-400,Indian Institute of Technology Madras,undefined,38.1
301-400,Izmir Institute of Technology,undefined,28.2
301-400,Jagiellonian University,undefined,32.9
301-400,Kafkas University,undefined,27.9
301-400,Kansas State University,undefined,33.1
301-400,King Abdullah University of Science and Technology,undefined,17.3
301-400,KU Leuven,undefined,30.0
301-400,Kyoto University of Education,undefined,21.9
301-400,Kyungpook National University,undefined,40.6
301-400,Lappeenranta University of Technology,undefined,29.2
301-400,Liverpool John Moores University,undefined,3.9
301-400,Manhattan College,undefined,22.2
301-400,Mimar Sinan Guzel Sanatlar University,undefined,28.2
301-400,Montana State University - Bozeman,undefined,23.6
301-400,Ohio University,undefined,24.5
301-400,Okayama University,undefined,30.7
301-400,Parthenope University Naples,undefined,22.9
301-400,Peter the Great St. Petersburg Polytechnic University,undefined,38.7
301-400,Piri Reis University,undefined,26.8
301-400,Pusan National University,undefined,28.7
301-400,Quaid-i-Azam University,undefined,28.5
301-400,Rio de Janeiro State University,undefined,36.9
301-400,Rochester Institute of Technology,undefined,21.6
301-400,Simon Fraser University,undefined,29.7
301-400,Sofia University,undefined,30.5
301-400,Technical University Darmstadt,undefined,42.4
301-400,Texas A and M University at Qatar,undefined,29.2
301-400,The Hebrew University of Jerusalem,undefined,34.4
301-400,The University of New South Wales,undefined,27.7
301-400,The University of Texas at Arlington,undefined,27.7
301-400,TOBB Ekonomi ve Teknoloji University,undefined,22.2
301-400,Tokyo Metropolitan University,undefined,32.9
301-400,Universidad Antonio Narino,undefined,22.9
301-400,Universidad Tecnica Federico Santa Maria,undefined,30.7
301-400,Universidade Federal de Sao Joao del-Rei,undefined,22.6
301-400,Universite de Haute Alsace,undefined,28.2
301-400,Universite Mohammed Premier,undefined,22.2
301-400,University at Albany (State University of New York),undefined,27.4
301-400,University of Basel,undefined,32.6
301-400,University of Buenos Aires,undefined,27.9
301-400,University of Cagliari,undefined,36.1
301-400,University of Calabria,undefined,26.3
301-400,University of Camerino,undefined,20.9
301-400,University of Coimbra,undefined,28.2
301-400,University of Cyprus,undefined,30.2
301-400,University of Debrecen,undefined,30.7
301-400,University of Fribourg,undefined,29.0
301-400,University of Illinois at Chicago,undefined,37.3
301-400,University of Ioannina,undefined,30.0
301-400,University of Johannesburg,undefined,24.8
